name,gppd_idnr,country,year,co2_emissions_tonne,capacity_mw,primary_fuel,generation_gwh,commissioning_year,latitude,longitude,unit_count
BELLEVILLE 2,WRI1002693,France,2015,0.0,1310.0,Nuclear,9199.008000000002,1989.0,47.51,2.875,1
BELLEVILLE 2,WRI1002693,France,2016,0.0,1310.0,Nuclear,8004.097000000002,1989.0,47.51,2.875,1
BELLEVILLE 2,WRI1002693,France,2017,0.0,1310.0,Nuclear,8328.077000000001,1989.0,47.51,2.875,1
BELLEVILLE 2,WRI1002693,France,2018,0.0,1310.0,Nuclear,7445.804000000002,1989.0,47.51,2.875,1
CATTENOM 1,WRI1002703,France,2015,0.0,1300.0,Nuclear,6984.948000000001,1978.0,49.416000000000004,6.2170000000000005,1
CATTENOM 1,WRI1002703,France,2016,0.0,1300.0,Nuclear,6399.474000000001,1978.0,49.416000000000004,6.2170000000000005,1
CATTENOM 1,WRI1002703,France,2017,0.0,1300.0,Nuclear,9086.937000000002,1978.0,49.416000000000004,6.2170000000000005,1
CATTENOM 1,WRI1002703,France,2018,0.0,1300.0,Nuclear,8149.199000000002,1978.0,49.416000000000004,6.2170000000000005,1
CATTENOM 2,WRI1002703,France,2015,0.0,1300.0,Nuclear,9423.478000000003,1988.0,49.416000000000004,6.2170000000000005,1
CATTENOM 2,WRI1002703,France,2016,0.0,1300.0,Nuclear,10040.460000000003,1988.0,49.416000000000004,6.2170000000000005,1
CATTENOM 2,WRI1002703,France,2017,0.0,1300.0,Nuclear,7789.317000000002,1988.0,49.416000000000004,6.2170000000000005,1
CATTENOM 2,WRI1002703,France,2018,0.0,1300.0,Nuclear,5451.0790000000015,1988.0,49.416000000000004,6.2170000000000005,1
CATTENOM 4,WRI1002703,France,2015,0.0,1300.0,Nuclear,10185.839000000002,1992.0,49.416000000000004,6.2170000000000005,1
CATTENOM 4,WRI1002703,France,2016,0.0,1300.0,Nuclear,7087.884000000002,1992.0,49.416000000000004,6.2170000000000005,1
CATTENOM 4,WRI1002703,France,2017,0.0,1300.0,Nuclear,9230.948000000002,1992.0,49.416000000000004,6.2170000000000005,1
CATTENOM 4,WRI1002703,France,2018,0.0,1300.0,Nuclear,8830.633000000002,1992.0,49.416000000000004,6.2170000000000005,1
CHINON 1,WRI1002706,France,2015,0.0,905.0,Nuclear,5816.401000000002,1984.0,47.225,0.166,1
CHINON 1,WRI1002706,France,2016,0.0,905.0,Nuclear,6701.170000000002,1984.0,47.225,0.166,1
CHINON 1,WRI1002706,France,2017,0.0,905.0,Nuclear,5130.096000000001,1984.0,47.225,0.166,1
CHINON 1,WRI1002706,France,2018,0.0,905.0,Nuclear,6895.7530000000015,1984.0,47.225,0.166,1
CHINON 2,WRI1002706,France,2015,0.0,905.0,Nuclear,5500.055000000001,1984.0,47.225,0.166,1
CHINON 2,WRI1002706,France,2016,0.0,905.0,Nuclear,3613.652000000001,1984.0,47.225,0.166,1
CHINON 2,WRI1002706,France,2017,0.0,905.0,Nuclear,6250.393000000002,1984.0,47.225,0.166,1
CHINON 2,WRI1002706,France,2018,0.0,905.0,Nuclear,5353.787000000001,1984.0,47.225,0.166,1
CHINON 3,WRI1002706,France,2015,0.0,905.0,Nuclear,5751.555000000001,1987.0,47.225,0.166,1
CHINON 3,WRI1002706,France,2016,0.0,905.0,Nuclear,6800.030000000002,1987.0,47.225,0.166,1
CHINON 3,WRI1002706,France,2017,0.0,905.0,Nuclear,6064.042000000001,1987.0,47.225,0.166,1
CHINON 3,WRI1002706,France,2018,0.0,905.0,Nuclear,6570.779000000001,1987.0,47.225,0.166,1
CHINON 4,WRI1002706,France,2015,0.0,905.0,Nuclear,6970.746000000002,1988.0,47.225,0.166,1
CHINON 4,WRI1002706,France,2016,0.0,905.0,Nuclear,6037.423000000002,1988.0,47.225,0.166,1
CHINON 4,WRI1002706,France,2017,0.0,905.0,Nuclear,6626.213000000002,1988.0,47.225,0.166,1
CHINON 4,WRI1002706,France,2018,0.0,905.0,Nuclear,5525.278000000001,1988.0,47.225,0.166,1
CHOOZ 1,WRI1002707,France,2015,0.0,1500.0,Nuclear,11205.488000000003,2000.0,50.09,4.789,1
CHOOZ 1,WRI1002707,France,2016,0.0,1500.0,Nuclear,11260.617000000002,2000.0,50.09,4.789,1
CHOOZ 1,WRI1002707,France,2017,0.0,1500.0,Nuclear,8072.778000000002,2000.0,50.09,4.789,1
CHOOZ 1,WRI1002707,France,2018,0.0,1500.0,Nuclear,9436.658000000003,2000.0,50.09,4.789,1
CHOOZ 2,WRI1002707,France,2015,0.0,1500.0,Nuclear,9540.828000000003,2000.0,50.09,4.789,1
CHOOZ 2,WRI1002707,France,2016,0.0,1500.0,Nuclear,11025.367000000002,2000.0,50.09,4.789,1
CHOOZ 2,WRI1002707,France,2017,0.0,1500.0,Nuclear,7701.805000000002,2000.0,50.09,4.789,1
CHOOZ 2,WRI1002707,France,2018,0.0,1500.0,Nuclear,12033.258000000003,2000.0,50.09,4.789,1
CIVAUX 1,WRI1002708,France,2015,0.0,1495.0,Nuclear,11749.290000000003,2002.0,46.456,0.655,1
CIVAUX 1,WRI1002708,France,2016,0.0,1495.0,Nuclear,9931.463000000002,2002.0,46.456,0.655,1
CIVAUX 1,WRI1002708,France,2017,0.0,1495.0,Nuclear,7605.575000000002,2002.0,46.456,0.655,1
CIVAUX 1,WRI1002708,France,2018,0.0,1495.0,Nuclear,10690.438000000002,2002.0,46.456,0.655,1
CIVAUX 2,WRI1002708,France,2015,0.0,1495.0,Nuclear,8939.868000000002,2002.0,46.456,0.655,1
CIVAUX 2,WRI1002708,France,2016,0.0,1495.0,Nuclear,8138.913000000002,2002.0,46.456,0.655,1
CIVAUX 2,WRI1002708,France,2017,0.0,1495.0,Nuclear,11407.658000000003,2002.0,46.456,0.655,1
CIVAUX 2,WRI1002708,France,2018,0.0,1495.0,Nuclear,8846.002000000002,2002.0,46.456,0.655,1
CRUAS 1,WRI1002716,France,2015,0.0,915.0,Nuclear,3668.518000000001,1984.0,44.633,4.755,1
CRUAS 1,WRI1002716,France,2016,0.0,915.0,Nuclear,6354.934000000001,1984.0,44.633,4.755,1
CRUAS 1,WRI1002716,France,2017,0.0,915.0,Nuclear,3970.922000000001,1984.0,44.633,4.755,1
CRUAS 1,WRI1002716,France,2018,0.0,915.0,Nuclear,6347.969000000002,1984.0,44.633,4.755,1
CRUAS 2,WRI1002716,France,2015,0.0,915.0,Nuclear,5649.742000000001,1985.0,44.633,4.755,1
CRUAS 2,WRI1002716,France,2016,0.0,915.0,Nuclear,6673.533000000001,1985.0,44.633,4.755,1
CRUAS 2,WRI1002716,France,2017,0.0,915.0,Nuclear,6635.6860000000015,1985.0,44.633,4.755,1
CRUAS 2,WRI1002716,France,2018,0.0,915.0,Nuclear,5023.575000000002,1985.0,44.633,4.755,1
CRUAS 3,WRI1002716,France,2015,0.0,915.0,Nuclear,6344.356000000002,1984.0,44.633,4.755,1
CRUAS 3,WRI1002716,France,2016,0.0,915.0,Nuclear,4972.151000000001,1984.0,44.633,4.755,1
CRUAS 3,WRI1002716,France,2017,0.0,915.0,Nuclear,6159.063000000001,1984.0,44.633,4.755,1
CRUAS 3,WRI1002716,France,2018,0.0,915.0,Nuclear,5776.562000000002,1984.0,44.633,4.755,1
CRUAS 4,WRI1002716,France,2015,0.0,915.0,Nuclear,6405.679000000002,1985.0,44.633,4.755,1
CRUAS 4,WRI1002716,France,2016,0.0,915.0,Nuclear,4609.434000000001,1985.0,44.633,4.755,1
CRUAS 4,WRI1002716,France,2017,0.0,915.0,Nuclear,6361.806000000001,1985.0,44.633,4.755,1
CRUAS 4,WRI1002716,France,2018,0.0,915.0,Nuclear,5071.937000000001,1985.0,44.633,4.755,1
DAMPIERRE 1,WRI1002720,France,2015,0.0,890.0,Nuclear,5917.306000000001,1980.0,47.732,2.5180000000000002,1
DAMPIERRE 1,WRI1002720,France,2016,0.0,890.0,Nuclear,6679.824000000001,1980.0,47.732,2.5180000000000002,1
DAMPIERRE 1,WRI1002720,France,2017,0.0,890.0,Nuclear,5907.056000000001,1980.0,47.732,2.5180000000000002,1
DAMPIERRE 1,WRI1002720,France,2018,0.0,890.0,Nuclear,6426.654000000001,1980.0,47.732,2.5180000000000002,1
DAMPIERRE 2,WRI1002720,France,2015,0.0,890.0,Nuclear,6318.167000000001,1981.0,47.732,2.5180000000000002,1
DAMPIERRE 2,WRI1002720,France,2016,0.0,890.0,Nuclear,4861.933000000001,1981.0,47.732,2.5180000000000002,1
DAMPIERRE 2,WRI1002720,France,2017,0.0,890.0,Nuclear,6070.415000000002,1981.0,47.732,2.5180000000000002,1
DAMPIERRE 2,WRI1002720,France,2018,0.0,890.0,Nuclear,5778.022000000002,1981.0,47.732,2.5180000000000002,1
DAMPIERRE 3,WRI1002720,France,2015,0.0,890.0,Nuclear,6333.278000000001,1981.0,47.732,2.5180000000000002,1
DAMPIERRE 3,WRI1002720,France,2016,0.0,890.0,Nuclear,5926.420000000001,1981.0,47.732,2.5180000000000002,1
DAMPIERRE 3,WRI1002720,France,2017,0.0,890.0,Nuclear,5736.416000000001,1981.0,47.732,2.5180000000000002,1
DAMPIERRE 3,WRI1002720,France,2018,0.0,890.0,Nuclear,6165.343000000002,1981.0,47.732,2.5180000000000002,1
DAMPIERRE 4,WRI1002720,France,2015,0.0,890.0,Nuclear,6644.574000000001,1981.0,47.732,2.5180000000000002,1
DAMPIERRE 4,WRI1002720,France,2016,0.0,890.0,Nuclear,6331.4000000000015,1981.0,47.732,2.5180000000000002,1
DAMPIERRE 4,WRI1002720,France,2017,0.0,890.0,Nuclear,6477.6860000000015,1981.0,47.732,2.5180000000000002,1
DAMPIERRE 4,WRI1002720,France,2018,0.0,890.0,Nuclear,3381.2530000000006,1981.0,47.732,2.5180000000000002,1
FESSENHEIM 1,WRI1002727,France,2015,0.0,880.0,Nuclear,7030.028000000002,1978.0,47.915,7.571000000000001,1
FESSENHEIM 1,WRI1002727,France,2016,0.0,880.0,Nuclear,4850.643000000001,1978.0,47.915,7.571000000000001,1
FESSENHEIM 1,WRI1002727,France,2017,0.0,880.0,Nuclear,5709.948000000001,1978.0,47.915,7.571000000000001,1
FESSENHEIM 1,WRI1002727,France,2018,0.0,880.0,Nuclear,6930.990000000002,1978.0,47.915,7.571000000000001,1
FESSENHEIM 2,WRI1002727,France,2015,0.0,880.0,Nuclear,5611.484000000001,1978.0,47.915,7.571000000000001,1
FESSENHEIM 2,WRI1002727,France,2016,0.0,880.0,Nuclear,3390.848000000001,1978.0,47.915,7.571000000000001,1
FESSENHEIM 2,WRI1002727,France,2017,0.0,880.0,Nuclear,0.0,1978.0,47.915,7.571000000000001,1
FESSENHEIM 2,WRI1002727,France,2018,0.0,880.0,Nuclear,4852.441000000001,1978.0,47.915,7.571000000000001,1
FLAMANVILLE 1,WRI1002728,France,2015,0.0,1330.0,Nuclear,8290.158000000001,1986.0,49.537,-1.882,1
FLAMANVILLE 1,WRI1002728,France,2016,0.0,1330.0,Nuclear,9692.055000000002,1986.0,49.537,-1.882,1
FLAMANVILLE 1,WRI1002728,France,2017,0.0,1330.0,Nuclear,6303.083000000001,1986.0,49.537,-1.882,1
FLAMANVILLE 1,WRI1002728,France,2018,0.0,1330.0,Nuclear,2301.9340000000007,1986.0,49.537,-1.882,1
FLAMANVILLE 2,WRI1002728,France,2015,0.0,1330.0,Nuclear,7763.446000000002,1987.0,49.537,-1.882,1
FLAMANVILLE 2,WRI1002728,France,2016,0.0,1330.0,Nuclear,9583.409000000001,1987.0,49.537,-1.882,1
FLAMANVILLE 2,WRI1002728,France,2017,0.0,1330.0,Nuclear,7515.510000000002,1987.0,49.537,-1.882,1
FLAMANVILLE 2,WRI1002728,France,2018,0.0,1330.0,Nuclear,10168.365000000002,1987.0,49.537,-1.882,1
GOLFECH 1,WRI1002733,France,2015,0.0,1310.0,Nuclear,10045.366000000002,1991.0,44.106,0.8440000000000001,1
GOLFECH 1,WRI1002733,France,2016,0.0,1310.0,Nuclear,9854.880000000003,1991.0,44.106,0.8440000000000001,1
GOLFECH 1,WRI1002733,France,2017,0.0,1310.0,Nuclear,8274.332000000002,1991.0,44.106,0.8440000000000001,1
GOLFECH 1,WRI1002733,France,2018,0.0,1310.0,Nuclear,9148.661000000002,1991.0,44.106,0.8440000000000001,1
GOLFECH 2,WRI1002733,France,2015,0.0,1310.0,Nuclear,8758.256000000001,1994.0,44.106,0.8440000000000001,1
GOLFECH 2,WRI1002733,France,2016,0.0,1310.0,Nuclear,9936.410000000002,1994.0,44.106,0.8440000000000001,1
GOLFECH 2,WRI1002733,France,2017,0.0,1310.0,Nuclear,9536.261000000002,1994.0,44.106,0.8440000000000001,1
GOLFECH 2,WRI1002733,France,2018,0.0,1310.0,Nuclear,8062.073000000002,1994.0,44.106,0.8440000000000001,1
GRAVELINES 1,WRI1002735,France,2015,0.0,910.0,Nuclear,5540.121000000001,1980.0,51.013999999999996,2.133,1
GRAVELINES 1,WRI1002735,France,2016,0.0,910.0,Nuclear,4630.656000000001,1980.0,51.013999999999996,2.133,1
GRAVELINES 1,WRI1002735,France,2017,0.0,910.0,Nuclear,5382.019000000001,1980.0,51.013999999999996,2.133,1
GRAVELINES 1,WRI1002735,France,2018,0.0,910.0,Nuclear,6530.430000000001,1980.0,51.013999999999996,2.133,1
GRAVELINES 2,WRI1002735,France,2015,0.0,910.0,Nuclear,5171.3290000000015,1980.0,51.013999999999996,2.133,1
GRAVELINES 2,WRI1002735,France,2016,0.0,910.0,Nuclear,5241.879000000001,1980.0,51.013999999999996,2.133,1
GRAVELINES 2,WRI1002735,France,2017,0.0,910.0,Nuclear,5585.363000000001,1980.0,51.013999999999996,2.133,1
GRAVELINES 2,WRI1002735,France,2018,0.0,910.0,Nuclear,6113.604000000001,1980.0,51.013999999999996,2.133,1
GRAVELINES 3,WRI1002735,France,2015,0.0,910.0,Nuclear,6812.199000000001,1981.0,51.013999999999996,2.133,1
GRAVELINES 3,WRI1002735,France,2016,0.0,910.0,Nuclear,5989.3110000000015,1981.0,51.013999999999996,2.133,1
GRAVELINES 3,WRI1002735,France,2017,0.0,910.0,Nuclear,6674.221000000001,1981.0,51.013999999999996,2.133,1
GRAVELINES 3,WRI1002735,France,2018,0.0,910.0,Nuclear,5437.126000000001,1981.0,51.013999999999996,2.133,1
GRAVELINES 4,WRI1002735,France,2015,0.0,910.0,Nuclear,6428.336000000001,1981.0,51.013999999999996,2.133,1
GRAVELINES 4,WRI1002735,France,2016,0.0,910.0,Nuclear,6642.690000000001,1981.0,51.013999999999996,2.133,1
GRAVELINES 4,WRI1002735,France,2017,0.0,910.0,Nuclear,5460.395000000001,1981.0,51.013999999999996,2.133,1
GRAVELINES 4,WRI1002735,France,2018,0.0,910.0,Nuclear,6817.139000000002,1981.0,51.013999999999996,2.133,1
GRAVELINES 5,WRI1002735,France,2015,0.0,910.0,Nuclear,6697.076000000002,1985.0,51.013999999999996,2.133,1
GRAVELINES 5,WRI1002735,France,2016,0.0,910.0,Nuclear,2112.5850000000005,1985.0,51.013999999999996,2.133,1
GRAVELINES 5,WRI1002735,France,2017,0.0,910.0,Nuclear,2539.4910000000004,1985.0,51.013999999999996,2.133,1
GRAVELINES 5,WRI1002735,France,2018,0.0,910.0,Nuclear,6250.998000000001,1985.0,51.013999999999996,2.133,1
GRAVELINES 6,WRI1002735,France,2015,0.0,910.0,Nuclear,6784.546000000001,1985.0,51.013999999999996,2.133,1
GRAVELINES 6,WRI1002735,France,2016,0.0,910.0,Nuclear,6479.282000000002,1985.0,51.013999999999996,2.133,1
GRAVELINES 6,WRI1002735,France,2017,0.0,910.0,Nuclear,5829.617000000001,1985.0,51.013999999999996,2.133,1
GRAVELINES 6,WRI1002735,France,2018,0.0,910.0,Nuclear,3305.3510000000006,1985.0,51.013999999999996,2.133,1
NOGENT 1,WRI1002749,France,2015,0.0,1310.0,Nuclear,8670.991000000002,1988.0,48.516999999999996,3.5180000000000002,1
NOGENT 1,WRI1002749,France,2016,0.0,1310.0,Nuclear,9792.957000000002,1988.0,48.516999999999996,3.5180000000000002,1
NOGENT 1,WRI1002749,France,2017,0.0,1310.0,Nuclear,8953.730000000001,1988.0,48.516999999999996,3.5180000000000002,1
NOGENT 1,WRI1002749,France,2018,0.0,1310.0,Nuclear,7771.056000000001,1988.0,48.516999999999996,3.5180000000000002,1
NOGENT 2,WRI1002749,France,2015,0.0,1310.0,Nuclear,7228.818000000002,1989.0,48.516999999999996,3.5180000000000002,1
NOGENT 2,WRI1002749,France,2016,0.0,1310.0,Nuclear,10687.160000000002,1989.0,48.516999999999996,3.5180000000000002,1
NOGENT 2,WRI1002749,France,2017,0.0,1310.0,Nuclear,9922.867000000002,1989.0,48.516999999999996,3.5180000000000002,1
NOGENT 2,WRI1002749,France,2018,0.0,1310.0,Nuclear,8609.829000000002,1989.0,48.516999999999996,3.5180000000000002,1
PALUEL 1,WRI1002752,France,2015,0.0,1330.0,Nuclear,9886.965000000002,1985.0,49.858000000000004,0.635,1
PALUEL 1,WRI1002752,France,2016,0.0,1330.0,Nuclear,4020.150000000001,1985.0,49.858000000000004,0.635,1
PALUEL 1,WRI1002752,France,2017,0.0,1330.0,Nuclear,9882.806000000002,1985.0,49.858000000000004,0.635,1
PALUEL 1,WRI1002752,France,2018,0.0,1330.0,Nuclear,8886.774000000001,1985.0,49.858000000000004,0.635,1
PALUEL 2,WRI1002752,France,2015,0.0,1330.0,Nuclear,4068.832000000001,1985.0,49.858000000000004,0.635,1
PALUEL 2,WRI1002752,France,2016,0.0,1330.0,Nuclear,0.0,1985.0,49.858000000000004,0.635,1
PALUEL 2,WRI1002752,France,2017,0.0,1330.0,Nuclear,0.003000000000000001,1985.0,49.858000000000004,0.635,1
PALUEL 2,WRI1002752,France,2018,0.0,1330.0,Nuclear,3257.5880000000006,1985.0,49.858000000000004,0.635,1
PALUEL 3,WRI1002752,France,2015,0.0,1330.0,Nuclear,6367.992000000001,1986.0,49.858000000000004,0.635,1
PALUEL 3,WRI1002752,France,2016,0.0,1330.0,Nuclear,8082.835000000002,1986.0,49.858000000000004,0.635,1
PALUEL 3,WRI1002752,France,2017,0.0,1330.0,Nuclear,2065.9950000000003,1986.0,49.858000000000004,0.635,1
PALUEL 3,WRI1002752,France,2018,0.0,1330.0,Nuclear,8237.982000000002,1986.0,49.858000000000004,0.635,1
PALUEL 4,WRI1002752,France,2015,0.0,1330.0,Nuclear,8856.692000000003,1986.0,49.858000000000004,0.635,1
PALUEL 4,WRI1002752,France,2016,0.0,1330.0,Nuclear,7250.5790000000015,1986.0,49.858000000000004,0.635,1
PALUEL 4,WRI1002752,France,2017,0.0,1330.0,Nuclear,9045.612000000003,1986.0,49.858000000000004,0.635,1
PALUEL 4,WRI1002752,France,2018,0.0,1330.0,Nuclear,9896.495000000003,1986.0,49.858000000000004,0.635,1
PENLY 1,WRI1002754,France,2015,0.0,1330.0,Nuclear,10154.784000000003,1990.0,49.976000000000006,1.2109999999999999,1
PENLY 1,WRI1002754,France,2016,0.0,1330.0,Nuclear,9419.618000000002,1990.0,49.976000000000006,1.2109999999999999,1
PENLY 1,WRI1002754,France,2017,0.0,1330.0,Nuclear,7771.729000000002,1990.0,49.976000000000006,1.2109999999999999,1
PENLY 1,WRI1002754,France,2018,0.0,1330.0,Nuclear,8724.921000000002,1990.0,49.976000000000006,1.2109999999999999,1
PENLY 2,WRI1002754,France,2015,0.0,1330.0,Nuclear,9173.562000000002,1992.0,49.976000000000006,1.2109999999999999,1
PENLY 2,WRI1002754,France,2016,0.0,1330.0,Nuclear,8634.177000000001,1992.0,49.976000000000006,1.2109999999999999,1
PENLY 2,WRI1002754,France,2017,0.0,1330.0,Nuclear,10249.432000000003,1992.0,49.976000000000006,1.2109999999999999,1
PENLY 2,WRI1002754,France,2018,0.0,1330.0,Nuclear,8566.628000000002,1992.0,49.976000000000006,1.2109999999999999,1
ST ALBAN 1,WRI1002777,France,2015,0.0,1335.0,Nuclear,8972.848000000002,1986.0,45.403999999999996,4.755,1
ST ALBAN 1,WRI1002777,France,2016,0.0,1335.0,Nuclear,8268.604000000001,1986.0,45.403999999999996,4.755,1
ST ALBAN 1,WRI1002777,France,2017,0.0,1335.0,Nuclear,5851.540000000002,1986.0,45.403999999999996,4.755,1
ST ALBAN 1,WRI1002777,France,2018,0.0,1335.0,Nuclear,7967.946000000002,1986.0,45.403999999999996,4.755,1
ST ALBAN 2,WRI1002777,France,2015,0.0,1335.0,Nuclear,9305.649000000003,1987.0,45.403999999999996,4.755,1
ST ALBAN 2,WRI1002777,France,2016,0.0,1335.0,Nuclear,8011.832000000002,1987.0,45.403999999999996,4.755,1
ST ALBAN 2,WRI1002777,France,2017,0.0,1335.0,Nuclear,8397.079000000002,1987.0,45.403999999999996,4.755,1
ST ALBAN 2,WRI1002777,France,2018,0.0,1335.0,Nuclear,5464.337000000001,1987.0,45.403999999999996,4.755,1
ST LAURENT 1,WRI1002779,France,2015,0.0,915.0,Nuclear,4478.247000000001,1983.0,47.72,1.578,1
ST LAURENT 1,WRI1002779,France,2016,0.0,915.0,Nuclear,6363.274000000001,1983.0,47.72,1.578,1
ST LAURENT 1,WRI1002779,France,2017,0.0,915.0,Nuclear,5929.546000000001,1983.0,47.72,1.578,1
ST LAURENT 1,WRI1002779,France,2018,0.0,915.0,Nuclear,6485.446000000002,1983.0,47.72,1.578,1
ST LAURENT 2,WRI1002779,France,2015,0.0,915.0,Nuclear,6070.307000000002,1983.0,47.72,1.578,1
ST LAURENT 2,WRI1002779,France,2016,0.0,915.0,Nuclear,5771.7840000000015,1983.0,47.72,1.578,1
ST LAURENT 2,WRI1002779,France,2017,0.0,915.0,Nuclear,6211.4940000000015,1983.0,47.72,1.578,1
ST LAURENT 2,WRI1002779,France,2018,0.0,915.0,Nuclear,5236.498000000001,1983.0,47.72,1.578,1
TRICASTIN 1,WRI1002782,France,2015,0.0,915.0,Nuclear,5718.260000000001,1980.0,44.331,4.731,1
TRICASTIN 1,WRI1002782,France,2016,0.0,915.0,Nuclear,4539.204000000001,1980.0,44.331,4.731,1
TRICASTIN 1,WRI1002782,France,2017,0.0,915.0,Nuclear,4001.300000000001,1980.0,44.331,4.731,1
TRICASTIN 1,WRI1002782,France,2018,0.0,915.0,Nuclear,5213.573000000001,1980.0,44.331,4.731,1
TRICASTIN 2,WRI1002782,France,2015,0.0,915.0,Nuclear,6053.562000000002,1980.0,44.331,4.731,1
TRICASTIN 2,WRI1002782,France,2016,0.0,915.0,Nuclear,7094.461000000002,1980.0,44.331,4.731,1
TRICASTIN 2,WRI1002782,France,2017,0.0,915.0,Nuclear,3776.424000000001,1980.0,44.331,4.731,1
TRICASTIN 2,WRI1002782,France,2018,0.0,915.0,Nuclear,4320.478000000001,1980.0,44.331,4.731,1
TRICASTIN 3,WRI1002782,France,2015,0.0,915.0,Nuclear,7135.286000000002,1981.0,44.331,4.731,1
TRICASTIN 3,WRI1002782,France,2016,0.0,915.0,Nuclear,2844.167000000001,1981.0,44.331,4.731,1
TRICASTIN 3,WRI1002782,France,2017,0.0,915.0,Nuclear,5997.353000000001,1981.0,44.331,4.731,1
TRICASTIN 3,WRI1002782,France,2018,0.0,915.0,Nuclear,5383.9540000000015,1981.0,44.331,4.731,1
TRICASTIN 4,WRI1002782,France,2015,0.0,915.0,Nuclear,6563.264000000002,1981.0,44.331,4.731,1
TRICASTIN 4,WRI1002782,France,2016,0.0,915.0,Nuclear,6316.898000000001,1981.0,44.331,4.731,1
TRICASTIN 4,WRI1002782,France,2017,0.0,915.0,Nuclear,5473.532000000001,1981.0,44.331,4.731,1
TRICASTIN 4,WRI1002782,France,2018,0.0,915.0,Nuclear,5826.680000000001,1981.0,44.331,4.731,1
CORDEMAIS 4,WRI1002713,France,2015,1660570.0,580.0,Fossil Hard coal,1804.1190000000004,1899.0,47.29,-1.83,1
CORDEMAIS 4,WRI1002713,France,2016,317759.0,580.0,Fossil Hard coal,345.22800000000007,1899.0,47.29,-1.83,1
CORDEMAIS 4,WRI1002713,France,2017,1828500.0,580.0,Fossil Hard coal,1986.5690000000004,1899.0,47.29,-1.83,1
CORDEMAIS 4,WRI1002713,France,2018,1234090.0,580.0,Fossil Hard coal,1340.7750000000003,1899.0,47.29,-1.83,1
CORDEMAIS 5,WRI1002712,France,2015,444310.0,580.0,Fossil Hard coal,482.7190000000001,1899.0,47.29,-1.83,1
CORDEMAIS 5,WRI1002712,France,2016,1236780.0,580.0,Fossil Hard coal,1343.6910000000003,1899.0,47.29,-1.83,1
CORDEMAIS 5,WRI1002712,France,2017,1987090.0,580.0,Fossil Hard coal,2158.8620000000005,1899.0,47.29,-1.83,1
CORDEMAIS 5,WRI1002712,France,2018,1585810.0,580.0,Fossil Hard coal,1722.8920000000005,1899.0,47.29,-1.83,1
HAVRE 4,WRI1002736,France,2015,667158.0,580.0,Fossil Hard coal,764.0110000000002,1983.0,49.49,0.13,1
HAVRE 4,WRI1002736,France,2016,2180040.0,580.0,Fossil Hard coal,2496.5230000000006,1983.0,49.49,0.13,1
HAVRE 4,WRI1002736,France,2017,1810990.0,580.0,Fossil Hard coal,2073.8950000000004,1983.0,49.49,0.13,1
HAVRE 4,WRI1002736,France,2018,800566.0,580.0,Fossil Hard coal,916.7860000000002,1983.0,49.49,0.13,1
BLENOD 5,WRI1002695,France,2015,387616.0,427.0,Fossil Gas,1051.8480000000002,1969.0,48.92,6.05,1
BLENOD 5,WRI1002695,France,2016,748618.0,427.0,Fossil Gas,2031.4780000000005,1969.0,48.92,6.05,1
BLENOD 5,WRI1002695,France,2017,706292.0,427.0,Fossil Gas,1916.6210000000005,1969.0,48.92,6.05,1
BLENOD 5,WRI1002695,France,2018,671951.0,427.0,Fossil Gas,1823.4320000000005,1969.0,48.92,6.05,1
BOUCHAIN 7,WRI1002697,France,2016,552307.0,585.0,Fossil Gas,1498.7610000000004,2016.0,50.28,3.31,1
BOUCHAIN 7,WRI1002697,France,2017,1115940.0,585.0,Fossil Gas,3028.259000000001,2016.0,50.28,3.31,1
BOUCHAIN 7,WRI1002697,France,2018,960142.0,585.0,Fossil Gas,2605.4760000000006,2016.0,50.28,3.31,1
MARTIGUES PONTEAU 5,WRI1002743,France,2015,297278.0,465.0,Fossil Gas,806.7050000000002,2012.0,43.38,5.04,1
MARTIGUES PONTEAU 5,WRI1002743,France,2016,700157.0,465.0,Fossil Gas,1899.9710000000005,2012.0,43.38,5.04,1
MARTIGUES PONTEAU 5,WRI1002743,France,2017,654934.0,465.0,Fossil Gas,1777.2530000000004,2012.0,43.38,5.04,1
MARTIGUES PONTEAU 5,WRI1002743,France,2018,420564.0,465.0,Fossil Gas,1141.2580000000003,2012.0,43.38,5.04,1
MARTIGUES PONTEAU 6,WRI1002743,France,2015,45803.8,465.0,Fossil Gas,124.29500000000003,2013.0,43.38,5.04,1
MARTIGUES PONTEAU 6,WRI1002743,France,2016,429787.0,465.0,Fossil Gas,1166.2870000000003,2013.0,43.38,5.04,1
MARTIGUES PONTEAU 6,WRI1002743,France,2017,808143.0,465.0,Fossil Gas,2193.0070000000005,2013.0,43.38,5.04,1
MARTIGUES PONTEAU 6,WRI1002743,France,2018,465104.0,465.0,Fossil Gas,1262.1240000000003,2013.0,43.38,5.04,1
CORDEMAIS 3,WRI1002712,France,2015,10626.4,0.0,Fossil Oil,14.492000000000003,1899.0,47.29,-1.83,1
CORDEMAIS 3,WRI1002712,France,2016,36845.700000000004,0.0,Fossil Oil,50.24900000000001,1899.0,47.29,-1.83,1
CORDEMAIS 3,WRI1002712,France,2017,81579.2,0.0,Fossil Oil,111.25500000000002,1899.0,47.29,-1.83,1
CORDEMAIS 3,WRI1002712,France,2018,30602.0,0.0,Fossil Oil,41.73400000000001,1899.0,47.29,-1.83,1
