name,gppd_idnr,country,year,co2_emissions_tonne,capacity_mw,primary_fuel,generation_gwh,commissioning_year,latitude,longitude,unit_count
LEINI,WRI1002904,Italy,2018,786637.0,380.0,Fossil Gas,2070.0980000000004,2007.0,45.162,7.751,1
MONCALIERI,WRI1002910,Italy,2015,868807.0,780.0,Fossil Gas,2286.3330000000005,2006.948717948718,44.995,7.676,2
MONCALIERI,WRI1002910,Italy,2016,1103938.0,780.0,Fossil Gas,2905.1010000000006,2006.948717948718,44.995,7.676,2
MONCALIERI,WRI1002910,Italy,2017,1356407.0,780.0,Fossil Gas,3569.493000000001,2006.948717948718,44.995,7.676,2
MONCALIERI,WRI1002910,Italy,2018,1268000.0,780.0,Fossil Gas,3336.842000000001,2006.948717948718,44.995,7.676,2
NOVEL,,Italy,2017,0.0,97.0,Other,452.93200000000013,,45.457,8.65,1
NOVEL,,Italy,2018,0.0,97.0,Other,246.68100000000007,,45.457,8.65,1
ROSONE,WRI1002938,Italy,2015,0.0,135.0,Hydro Water Reservoir,451.4460000000001,,45.483999999999995,7.369,1
ROSONE,WRI1002938,Italy,2016,0.0,135.0,Hydro Water Reservoir,311.22400000000005,,45.483999999999995,7.369,1
ROSONE,WRI1002938,Italy,2017,0.0,135.0,Hydro Water Reservoir,388.3070000000001,,45.483999999999995,7.369,1
ROSONE,WRI1002938,Italy,2018,0.0,135.0,Hydro Water Reservoir,509.0990000000001,,45.483999999999995,7.369,1
VENAUS,WRI1002980,Italy,2015,0.0,230.0,Hydro Water Reservoir,345.6360000000001,,45.162,7.007999999999999,1
VENAUS,WRI1002980,Italy,2016,0.0,230.0,Hydro Water Reservoir,184.75100000000003,,45.162,7.007999999999999,1
VENAUS,WRI1002980,Italy,2017,0.0,230.0,Hydro Water Reservoir,226.56800000000004,,45.162,7.007999999999999,1
VENAUS,WRI1002980,Italy,2018,0.0,230.0,Hydro Water Reservoir,245.83100000000005,,45.162,7.007999999999999,1
AVISE,WRI1002850,Italy,2015,0.0,127.0,Hydro Run-of-river and poundage,288.1240000000001,,45.708999999999996,7.14,1
AVISE,WRI1002850,Italy,2016,0.0,127.0,Hydro Run-of-river and poundage,287.70400000000006,,45.708999999999996,7.14,1
AVISE,WRI1002850,Italy,2017,0.0,127.0,Hydro Run-of-river and poundage,257.51500000000004,,45.708999999999996,7.14,1
AVISE,WRI1002850,Italy,2018,0.0,127.0,Hydro Run-of-river and poundage,345.8920000000001,,45.708999999999996,7.14,1
VALPELLINE,WRI1002979,Italy,2015,0.0,130.0,Hydro Water Reservoir,390.2600000000001,,45.825,7.325,1
VALPELLINE,WRI1002979,Italy,2016,0.0,130.0,Hydro Water Reservoir,324.4430000000001,,45.825,7.325,1
VALPELLINE,WRI1002979,Italy,2017,0.0,130.0,Hydro Water Reservoir,279.11500000000007,,45.825,7.325,1
VALPELLINE,WRI1002979,Italy,2018,0.0,130.0,Hydro Water Reservoir,390.5540000000001,,45.825,7.325,1
CASSANO,WRI1002861,Italy,2015,229892.0,748.0,Fossil Gas,582.5730000000001,2003.0,45.512,9.51,1
CASSANO,WRI1002861,Italy,2016,300066.0,748.0,Fossil Gas,760.4010000000002,2003.0,45.512,9.51,1
CASSANO,WRI1002861,Italy,2017,610487.0,748.0,Fossil Gas,1547.0440000000003,2003.0,45.512,9.51,1
CASSANO,WRI1002861,Italy,2018,521729.0,748.0,Fossil Gas,1322.1200000000003,2003.0,45.512,9.51,1
CTE DEL MINCIO,WRI1002873,Italy,2015,154977.0,400.0,Fossil Gas,392.7300000000001,1983.0,45.398999999999994,10.715,1
CTE DEL MINCIO,WRI1002873,Italy,2016,10200.0,400.0,Fossil Gas,25.848000000000006,1983.0,45.398999999999994,10.715,1
CTE DEL MINCIO,WRI1002873,Italy,2017,459057.0,400.0,Fossil Gas,1163.3020000000004,1983.0,45.398999999999994,10.715,1
CTE DEL MINCIO,WRI1002873,Italy,2018,305018.0,400.0,Fossil Gas,772.9490000000002,1983.0,45.398999999999994,10.715,1
CENTRALE DI TURANO LODIGIANO - BERTONICO (LO),WRI1002867,Italy,2015,517823.0,800.0,Fossil Gas,1337.4570000000003,2011.0,45.205,9.674,1
CENTRALE DI TURANO LODIGIANO - BERTONICO (LO),WRI1002867,Italy,2016,411418.0,800.0,Fossil Gas,1062.6300000000003,2011.0,45.205,9.674,1
CENTRALE DI TURANO LODIGIANO - BERTONICO (LO),WRI1002867,Italy,2017,577464.0,800.0,Fossil Gas,1491.5000000000005,2011.0,45.205,9.674,1
CENTRALE DI TURANO LODIGIANO - BERTONICO (LO),WRI1002867,Italy,2018,657229.0,800.0,Fossil Gas,1697.5210000000004,2011.0,45.205,9.674,1
LAMARMORA,WRI1002898,Italy,2015,0.0,117.0,Other,142.85600000000002,,45.516000000000005,10.212,1
LAMARMORA,WRI1002898,Italy,2016,0.0,117.0,Other,160.01400000000004,,45.516000000000005,10.212,1
LAMARMORA,WRI1002898,Italy,2017,0.0,117.0,Other,108.94700000000003,,45.516000000000005,10.212,1
LAMARMORA,WRI1002898,Italy,2018,0.0,117.0,Other,117.08700000000003,,45.516000000000005,10.212,1
TENARIS DALMINE S.P.A.,,Italy,2015,0.0,122.0,Other,109.68400000000003,,45.636,9.61,1
TENARIS DALMINE S.P.A.,,Italy,2016,0.0,122.0,Other,121.57100000000003,,45.636,9.61,1
TENARIS DALMINE S.P.A.,,Italy,2017,0.0,122.0,Other,129.86400000000003,,45.636,9.61,1
TENARIS DALMINE S.P.A.,,Italy,2018,0.0,122.0,Other,168.72600000000003,,45.636,9.61,1
EDOLO,WRI1002877,Italy,2015,0.0,950.0,Hydro Pumped Storage,470.3350000000001,1984.0,46.17100000000001,10.347999999999999,1
EDOLO,WRI1002877,Italy,2016,0.0,950.0,Hydro Pumped Storage,402.8430000000001,1984.0,46.17100000000001,10.347999999999999,1
EDOLO,WRI1002877,Italy,2017,0.0,950.0,Hydro Pumped Storage,434.5830000000001,1984.0,46.17100000000001,10.347999999999999,1
EDOLO,WRI1002877,Italy,2018,0.0,950.0,Hydro Pumped Storage,384.6370000000001,1984.0,46.17100000000001,10.347999999999999,1
ENIPOWER MANTOVA,,Italy,2015,1261745.0,745.0,Fossil Gas,3320.3810000000008,2005.0,45.167,10.8,2
ENIPOWER MANTOVA,,Italy,2016,1278192.0,745.0,Fossil Gas,3363.663000000001,2005.0,45.167,10.8,2
ENIPOWER MANTOVA,,Italy,2017,1341718.0,745.0,Fossil Gas,3530.8360000000007,2005.0,45.167,10.8,2
ENIPOWER MANTOVA,,Italy,2018,1515391.0,745.0,Fossil Gas,3987.873000000001,2005.0,45.167,10.8,2
ENIPOWER FERRERA ERBOGNONE,,Italy,2015,1583737.0,940.0,Fossil Gas,4131.513000000001,2004.0,45.099,8.868,3
ENIPOWER FERRERA ERBOGNONE,,Italy,2016,1688744.0,940.0,Fossil Gas,4403.480000000001,2004.0,45.099,8.868,3
ENIPOWER FERRERA ERBOGNONE,,Italy,2017,1892258.0,940.0,Fossil Gas,4933.229000000001,2004.0,45.099,8.868,3
ENIPOWER FERRERA ERBOGNONE,,Italy,2018,2013543.0,940.0,Fossil Gas,5238.029000000001,2004.0,45.099,8.868,3
GARGNANO,WRI1002888,Italy,2015,0.0,137.0,Hydro Pumped Storage,70.26600000000002,,45.68899999999999,10.661,1
GARGNANO,WRI1002888,Italy,2016,0.0,137.0,Hydro Pumped Storage,108.18600000000002,,45.68899999999999,10.661,1
GARGNANO,WRI1002888,Italy,2017,0.0,137.0,Hydro Pumped Storage,87.10500000000002,,45.68899999999999,10.661,1
GARGNANO,WRI1002888,Italy,2018,0.0,137.0,Hydro Pumped Storage,78.02300000000002,,45.68899999999999,10.661,1
OSTIGLIA,WRI1002917,Italy,2015,259254.0,1123.0,Fossil Gas,656.9780000000002,2004.0,45.053000000000004,11.139000000000001,1
OSTIGLIA,,Italy,2015,259254.0,1123.0,Fossil Gas,656.9780000000002,2004.0,45.053000000000004,11.139000000000001,1
OSTIGLIA,WRI1002917,Italy,2016,339279.0,1123.0,Fossil Gas,859.7720000000002,2004.0,45.053000000000004,11.139000000000001,1
OSTIGLIA,,Italy,2016,339279.0,1123.0,Fossil Gas,859.7720000000002,2004.0,45.053000000000004,11.139000000000001,1
OSTIGLIA,WRI1002917,Italy,2017,921065.0,1123.0,Fossil Gas,2286.9980000000005,,45.053000000000004,11.139000000000001,2
OSTIGLIA,,Italy,2017,921065.0,1123.0,Fossil Gas,2286.9980000000005,,45.053000000000004,11.139000000000001,2
OSTIGLIA,WRI1002917,Italy,2018,1090048.0,1123.0,Fossil Gas,2671.2970000000005,,45.053000000000004,11.139000000000001,2
OSTIGLIA,,Italy,2018,1090048.0,1123.0,Fossil Gas,2671.2970000000005,,45.053000000000004,11.139000000000001,2
RONCOVALGRANDE,WRI1002936,Italy,2015,0.0,1000.0,Hydro Pumped Storage,508.59500000000014,1973.0,46.07,8.734,1
RONCOVALGRANDE,WRI1002936,Italy,2016,0.0,1000.0,Hydro Pumped Storage,865.1610000000002,1973.0,46.07,8.734,1
RONCOVALGRANDE,WRI1002936,Italy,2017,0.0,1000.0,Hydro Pumped Storage,844.9120000000001,1973.0,46.07,8.734,1
RONCOVALGRANDE,WRI1002936,Italy,2018,0.0,1000.0,Hydro Pumped Storage,469.5100000000001,1973.0,46.07,8.734,1
S.FIORANO,WRI1002942,Italy,2015,0.0,272.0,Hydro Pumped Storage,366.7410000000001,,46.044,10.352,1
S.FIORANO,WRI1002942,Italy,2016,0.0,272.0,Hydro Pumped Storage,231.69500000000005,,46.044,10.352,1
S.FIORANO,WRI1002942,Italy,2017,0.0,272.0,Hydro Pumped Storage,198.14200000000005,,46.044,10.352,1
S.FIORANO,WRI1002942,Italy,2018,0.0,272.0,Hydro Pumped Storage,213.49800000000005,,46.044,10.352,1
CENTRALE DI MALPENSA,,Italy,2015,14022.6,80.0,Fossil Gas,30.06800000000001,,45.62,8.74,1
SERMIDE,WRI1002951,Italy,2015,370519.03,1151.0,Fossil Gas,938.9360000000003,2004.0,44.983000000000004,11.269,2
SERMIDE,WRI1002951,Italy,2016,330057.0,1151.0,Fossil Gas,836.4010000000002,2004.0,44.983000000000004,11.269,2
SERMIDE,WRI1002951,Italy,2017,421302.0,1151.0,Fossil Gas,1067.6280000000002,2004.0,44.983000000000004,11.269,1
SERMIDE,WRI1002951,Italy,2018,553792.0,1151.0,Fossil Gas,1403.3720000000003,2004.0,44.983000000000004,11.269,2
TURBIGO,WRI1002973,Italy,2015,614487.0,1079.0,Fossil Gas,1617.0710000000004,1970.0,45.527,8.728,2
TURBIGO,WRI1002973,Italy,2016,738874.0,1079.0,Fossil Gas,1944.4060000000004,1970.0,45.527,8.728,2
TURBIGO,WRI1002973,Italy,2017,483208.0,1079.0,Fossil Gas,1271.5990000000004,1970.0,45.527,8.728,2
TURBIGO,WRI1002973,Italy,2018,437694.0,1079.0,Fossil Gas,1151.8260000000002,1970.0,45.527,8.728,2
TAVAZZANO,WRI1002962,Italy,2015,933385.0,1450.0,Fossil Gas,2365.3020000000006,2005.0,45.335,9.427999999999999,2
TAVAZZANO,WRI1002962,Italy,2016,720376.0,1450.0,Fossil Gas,1825.5130000000004,2005.0,45.335,9.427999999999999,2
TAVAZZANO,WRI1002962,Italy,2017,1235749.0,1450.0,Fossil Gas,3131.5260000000007,2005.0,45.335,9.427999999999999,2
TAVAZZANO,WRI1002962,Italy,2018,1277911.0,1450.0,Fossil Gas,3238.368000000001,2005.0,45.335,9.427999999999999,2
VOGHERA,WRI1002983,Italy,2015,626536.0,381.0,Fossil Gas,1648.7800000000004,2005.0,45.028999999999996,8.972999999999999,1
VOGHERA,WRI1002983,Italy,2016,849251.0,381.0,Fossil Gas,2234.8720000000008,2005.0,45.028999999999996,8.972999999999999,1
VOGHERA,WRI1002983,Italy,2017,703417.0,381.0,Fossil Gas,1851.0970000000004,2005.0,45.028999999999996,8.972999999999999,1
VOGHERA,WRI1002983,Italy,2018,815627.0,381.0,Fossil Gas,2146.3860000000004,2005.0,45.028999999999996,8.972999999999999,1
MESE,WRI1002908,Italy,2015,0.0,164.0,Hydro Run-of-river and poundage,484.5850000000001,,46.306000000000004,9.382,1
MESE,WRI1002908,Italy,2016,0.0,164.0,Hydro Run-of-river and poundage,421.3790000000001,,46.306000000000004,9.382,1
MESE,WRI1002908,Italy,2017,0.0,164.0,Hydro Run-of-river and poundage,418.3700000000001,,46.306000000000004,9.382,1
MESE,WRI1002908,Italy,2018,0.0,164.0,Hydro Run-of-river and poundage,466.8350000000001,,46.306000000000004,9.382,1
CIMEGO,WRI1002872,Italy,2015,0.0,220.0,Hydro Water Reservoir,272.71200000000005,,45.942,10.64,1
CIMEGO,WRI1002872,Italy,2016,0.0,220.0,Hydro Water Reservoir,248.77300000000005,,45.942,10.64,1
CIMEGO,WRI1002872,Italy,2017,0.0,220.0,Hydro Water Reservoir,272.86100000000005,,45.942,10.64,1
CIMEGO,WRI1002872,Italy,2018,0.0,220.0,Hydro Water Reservoir,415.7370000000001,,45.942,10.64,1
CARDANO,WRI1002860,Italy,2015,0.0,121.0,Hydro Run-of-river and poundage,645.3540000000002,,46.493,11.334000000000001,1
CARDANO,WRI1002860,Italy,2016,0.0,121.0,Hydro Run-of-river and poundage,623.8970000000002,,46.493,11.334000000000001,1
CARDANO,WRI1002860,Italy,2017,0.0,121.0,Hydro Run-of-river and poundage,585.1950000000002,,46.493,11.334000000000001,1
CARDANO,WRI1002860,Italy,2018,0.0,121.0,Hydro Run-of-river and poundage,635.8160000000001,,46.493,11.334000000000001,1
LANA,WRI1002901,Italy,2015,0.0,120.0,Hydro Run-of-river and poundage,167.30200000000005,,46.611999999999995,11.155999999999999,1
LANA,WRI1002901,Italy,2016,0.0,120.0,Hydro Run-of-river and poundage,145.66300000000004,,46.611999999999995,11.155999999999999,1
LANA,WRI1002901,Italy,2017,0.0,120.0,Hydro Run-of-river and poundage,104.94000000000003,,46.611999999999995,11.155999999999999,1
LANA,WRI1002901,Italy,2018,0.0,120.0,Hydro Run-of-river and poundage,150.26200000000003,,46.611999999999995,11.155999999999999,1
CENTRALE NATURNO,WRI1002868,Italy,2015,0.0,175.0,Hydro Water Reservoir,334.5180000000001,,46.648999999999994,11.005,1
CENTRALE NATURNO,WRI1002868,Italy,2016,0.0,175.0,Hydro Water Reservoir,235.72500000000005,,46.648999999999994,11.005,1
CENTRALE NATURNO,WRI1002868,Italy,2017,0.0,175.0,Hydro Water Reservoir,213.24400000000006,,46.648999999999994,11.005,1
CENTRALE NATURNO,WRI1002868,Italy,2018,0.0,175.0,Hydro Water Reservoir,292.41300000000007,,46.648999999999994,11.005,1
RIVA DEL GARDA - NUOVO,WRI1002934,Italy,2015,0.0,117.0,Hydro Pumped Storage,124.59300000000003,,45.886,10.841,1
RIVA DEL GARDA - NUOVO,WRI1002934,Italy,2016,0.0,117.0,Hydro Pumped Storage,126.20500000000003,,45.886,10.841,1
RIVA DEL GARDA - NUOVO,WRI1002934,Italy,2017,0.0,117.0,Hydro Pumped Storage,130.41700000000003,,45.886,10.841,1
RIVA DEL GARDA - NUOVO,WRI1002934,Italy,2018,0.0,117.0,Hydro Pumped Storage,123.54000000000003,,45.886,10.841,1
S.FLORIANO,,Italy,2015,0.0,180.0,Hydro Run-of-river and poundage,174.89000000000004,,46.29,11.245,1
S.FLORIANO,,Italy,2016,0.0,180.0,Hydro Run-of-river and poundage,245.13100000000006,,46.29,11.245,1
S.FLORIANO,,Italy,2017,0.0,180.0,Hydro Run-of-river and poundage,148.96400000000003,,46.29,11.245,1
S.FLORIANO,,Italy,2018,0.0,180.0,Hydro Run-of-river and poundage,326.2800000000001,,46.29,11.245,1
TORBOLE,WRI1002967,Italy,2015,0.0,110.0,Hydro Run-of-river and poundage,248.79400000000007,,45.87,10.876,1
TORBOLE,WRI1002967,Italy,2016,0.0,110.0,Hydro Run-of-river and poundage,270.29600000000005,,45.87,10.876,1
TORBOLE,WRI1002967,Italy,2017,0.0,110.0,Hydro Run-of-river and poundage,163.63300000000004,,45.87,10.876,1
TORBOLE,WRI1002967,Italy,2018,0.0,110.0,Hydro Run-of-river and poundage,308.6790000000001,,45.87,10.876,1
AZOTATI,WRI1002851,Italy,2015,41898.9,236.0,Fossil Gas,112.30200000000002,,45.461999999999996,12.238,1
AZOTATI,WRI1002851,Italy,2016,105836.0,236.0,Fossil Gas,283.67300000000006,,45.461999999999996,12.238,1
AZOTATI,WRI1002851,Italy,2017,90419.7,236.0,Fossil Gas,242.35300000000007,,45.461999999999996,12.238,1
AZOTATI,WRI1002851,Italy,2018,89098.2,236.0,Fossil Gas,238.81100000000006,,45.461999999999996,12.238,1
FADALTO,WRI1002883,Italy,2015,0.0,210.0,Hydro Pumped Storage,257.06800000000004,,45.977,12.302999999999999,1
FADALTO,WRI1002883,Italy,2016,0.0,210.0,Hydro Pumped Storage,289.54300000000006,,45.977,12.302999999999999,1
FADALTO,WRI1002883,Italy,2017,0.0,210.0,Hydro Pumped Storage,190.23400000000004,,45.977,12.302999999999999,1
FADALTO,WRI1002883,Italy,2018,0.0,210.0,Hydro Pumped Storage,292.0830000000001,,45.977,12.302999999999999,1
FUSINA T.,WRI1002885,Italy,2015,6370150.0,871.0,Fossil Hard coal,5840.523000000001,1971.3023255813953,45.431000000000004,12.245999999999999,4
FUSINA T.,,Italy,2015,6370150.0,871.0,Fossil Hard coal,5840.523000000001,1971.3023255813953,45.431000000000004,12.245999999999999,4
FUSINA T.,WRI1002885,Italy,2016,5044081.0,871.0,Fossil Hard coal,4639.261000000001,1971.3023255813953,45.431000000000004,12.245999999999999,4
FUSINA T.,,Italy,2016,5044081.0,871.0,Fossil Hard coal,4639.261000000001,1971.3023255813953,45.431000000000004,12.245999999999999,4
FUSINA T.,WRI1002885,Italy,2017,4082863.0,871.0,Fossil Hard coal,3767.3740000000007,1971.3023255813953,45.431000000000004,12.245999999999999,4
FUSINA T.,,Italy,2017,4082863.0,871.0,Fossil Hard coal,3767.3740000000007,1971.3023255813953,45.431000000000004,12.245999999999999,4
FUSINA T.,WRI1002885,Italy,2018,3934325.0,871.0,Fossil Hard coal,3633.704000000001,1971.3023255813953,45.431000000000004,12.245999999999999,4
FUSINA T.,,Italy,2018,3934325.0,871.0,Fossil Hard coal,3633.704000000001,1971.3023255813953,45.431000000000004,12.245999999999999,4
LEVANTE,WRI1002905,Italy,2015,840433.0,753.0,Fossil Gas,2165.3900000000003,1978.0571049136786,45.446000000000005,12.255,2
LEVANTE,WRI1002905,Italy,2016,846238.0,753.0,Fossil Gas,2125.5250000000005,1978.0571049136786,45.446000000000005,12.255,2
LEVANTE,WRI1002905,Italy,2017,804552.0,753.0,Fossil Gas,2043.1970000000006,1978.0571049136786,45.446000000000005,12.255,2
LEVANTE,WRI1002905,Italy,2018,766172.0,753.0,Fossil Gas,1971.6990000000005,1978.0571049136786,45.446000000000005,12.255,2
SOVERZENE,WRI1002957,Italy,2015,0.0,214.0,Hydro Water Reservoir,471.7520000000001,,46.208,12.302999999999999,1
SOVERZENE,,Italy,2015,0.0,214.0,Hydro Water Reservoir,471.7520000000001,,46.208,12.302999999999999,1
SOVERZENE,WRI1002957,Italy,2016,0.0,214.0,Hydro Water Reservoir,489.7210000000001,,46.208,12.302999999999999,1
SOVERZENE,,Italy,2016,0.0,214.0,Hydro Water Reservoir,489.7210000000001,,46.208,12.302999999999999,1
SOVERZENE,WRI1002957,Italy,2017,0.0,214.0,Hydro Water Reservoir,354.5010000000001,,46.208,12.302999999999999,1
SOVERZENE,,Italy,2017,0.0,214.0,Hydro Water Reservoir,354.5010000000001,,46.208,12.302999999999999,1
SOVERZENE,WRI1002957,Italy,2018,0.0,214.0,Hydro Water Reservoir,645.4310000000002,,46.208,12.302999999999999,1
SOVERZENE,,Italy,2018,0.0,214.0,Hydro Water Reservoir,645.4310000000002,,46.208,12.302999999999999,1
CET SERVOLA,,Italy,2015,27199.9,45.0,Fossil Gas,62.30000000000001,2001.0,45.651,13.767000000000001,1
CET SERVOLA,,Italy,2016,12425.1,45.0,Fossil Gas,28.459000000000007,2001.0,45.651,13.767000000000001,1
MONFALCONE,WRI1002911,Italy,2015,2041850.0,315.0,Fossil Hard coal,2109.6010000000006,1967.5714285714287,45.797,13.546,2
MONFALCONE,WRI1002911,Italy,2016,2159320.0,315.0,Fossil Hard coal,2230.9570000000003,1967.5714285714287,45.797,13.546,2
MONFALCONE,WRI1002911,Italy,2017,1930936.0,315.0,Fossil Hard coal,1995.0020000000004,1967.5714285714287,45.797,13.546,2
MONFALCONE,WRI1002911,Italy,2018,1861642.0,315.0,Fossil Hard coal,1923.4130000000005,1967.5714285714287,45.797,13.546,2
DUINO,WRI1002952,Italy,2015,78351.7,120.0,Fossil Gas,160.36900000000003,,45.793,13.583,1
DUINO,WRI1002952,Italy,2016,83924.40000000001,120.0,Fossil Gas,171.77500000000003,,45.793,13.583,1
DUINO,WRI1002952,Italy,2017,55183.700000000004,120.0,Fossil Gas,112.94900000000003,,45.793,13.583,1
DUINO,WRI1002952,Italy,2018,14278.0,120.0,Fossil Gas,29.224000000000007,,45.793,13.583,1
TORVISCOSA,WRI1002971,Italy,2015,800247.0,830.0,Fossil Gas,2027.9170000000004,2006.0,45.817,13.29,1
TORVISCOSA,WRI1002971,Italy,2016,1531400.0,830.0,Fossil Gas,3880.739000000001,2006.0,45.817,13.29,1
TORVISCOSA,WRI1002971,Italy,2017,1682390.0,830.0,Fossil Gas,4263.357000000001,2006.0,45.817,13.29,1
TORVISCOSA,WRI1002971,Italy,2018,1437730.0,830.0,Fossil Gas,3643.3810000000008,2006.0,45.817,13.29,1
SPEZIA CENTR,WRI1002900,Italy,2015,2151820.0,520.0,Fossil Hard coal,2540.8200000000006,1999.0,44.111000000000004,9.872,1
SPEZIA CENTR,WRI1002900,Italy,2016,2402710.0,520.0,Fossil Hard coal,2837.0590000000007,1999.0,44.111000000000004,9.872,1
SPEZIA CENTR,WRI1002900,Italy,2017,1706330.0,520.0,Fossil Hard coal,2014.7940000000006,1999.0,44.111000000000004,9.872,1
SPEZIA CENTR,WRI1002900,Italy,2018,1625300.0,520.0,Fossil Hard coal,1919.1170000000004,1999.0,44.111000000000004,9.872,1
VADO TERM.,WRI1002976,Italy,2015,470994.0,760.0,Fossil Hard coal,1239.4570000000003,1991.2217294900222,44.277,8.431000000000001,3
VADO TERM.,WRI1002976,Italy,2016,837731.0,760.0,Fossil Hard coal,2204.5550000000007,1991.2217294900222,44.277,8.431000000000001,3
VADO TERM.,WRI1002976,Italy,2017,1128950.0,760.0,Fossil Hard coal,2970.9250000000006,1991.2217294900222,44.277,8.431000000000001,3
VADO TERM.,WRI1002976,Italy,2018,958129.0,760.0,Fossil Gas,2521.3930000000005,2007.0,44.277,8.431000000000001,1
BARGI CENTRALE,WRI1002852,Italy,2015,0.0,281.0,Hydro Pumped Storage,72.28400000000002,,44.17,11.089,1
BARGI CENTRALE,WRI1002852,Italy,2016,0.0,281.0,Hydro Pumped Storage,49.24200000000001,,44.17,11.089,1
BARGI CENTRALE,WRI1002852,Italy,2017,0.0,281.0,Hydro Pumped Storage,59.454000000000015,,44.17,11.089,1
BARGI CENTRALE,WRI1002852,Italy,2018,0.0,281.0,Hydro Pumped Storage,43.21100000000001,,44.17,11.089,1
S.E.F. SRL,,Italy,2015,963745.0,700.0,Fossil Gas,2536.1720000000005,2006.5,44.85,11.583,2
S.E.F. SRL,,Italy,2016,1282945.0,700.0,Fossil Gas,3376.172000000001,2006.5,44.85,11.583,2
S.E.F. SRL,,Italy,2017,1352621.0,700.0,Fossil Gas,3559.529000000001,2006.5,44.85,11.583,2
S.E.F. SRL,,Italy,2018,1513672.0,700.0,Fossil Gas,3983.346000000001,2006.5,44.85,11.583,2
ENIPOWER RAVENNA,WRI1002880,Italy,2015,1331663.8,920.0,Fossil Gas,3473.8830000000007,,44.449,12.237,4
ENIPOWER RAVENNA,WRI1002880,Italy,2016,1400896.8,920.0,Fossil Gas,3669.221000000001,,44.449,12.237,4
ENIPOWER RAVENNA,WRI1002880,Italy,2017,1488846.7,920.0,Fossil Gas,3904.625000000001,,44.449,12.237,4
ENIPOWER RAVENNA,WRI1002880,Italy,2018,1536570.0,920.0,Fossil Gas,4015.263000000001,,44.449,12.237,4
LA CASELLA C.LE,WRI1002897,Italy,2015,197780.80000000002,1407.0,Fossil Gas,520.4750000000001,2002.4726368159204,45.09,9.479,4
LA CASELLA C.LE,WRI1002897,Italy,2016,1045776.6,1407.0,Fossil Gas,2752.0410000000006,2002.4726368159204,45.09,9.479,4
LA CASELLA C.LE,WRI1002897,Italy,2017,951705.8,1407.0,Fossil Gas,2504.4890000000005,2002.4726368159204,45.09,9.479,4
LA CASELLA C.LE,WRI1002897,Italy,2018,436517.9,1407.0,Fossil Gas,1148.7320000000002,2002.4726368159204,45.09,9.479,4
PORTO CORSINI,WRI1002924,Italy,2015,37606.700000000004,741.0,Fossil Gas,98.96500000000002,2002.0,44.483999999999995,12.265999999999998,2
PORTO CORSINI,WRI1002924,Italy,2016,407777.0,741.0,Fossil Gas,1073.0970000000002,2002.0,44.483999999999995,12.265999999999998,2
PORTO CORSINI,WRI1002924,Italy,2017,391014.0,741.0,Fossil Gas,1028.9850000000004,2002.0,44.483999999999995,12.265999999999998,2
PORTO CORSINI,WRI1002924,Italy,2018,337977.0,741.0,Fossil Gas,889.4130000000002,2002.0,44.483999999999995,12.265999999999998,2
PIACENZA,WRI1002918,Italy,2015,406123.0,806.0,Fossil Gas,1068.7440000000001,2006.0,45.05,9.7,1
PIACENZA,WRI1002918,Italy,2016,299720.0,806.0,Fossil Gas,788.7370000000002,2006.0,45.05,9.7,1
PIACENZA,WRI1002918,Italy,2017,646986.0,806.0,Fossil Gas,1702.5950000000005,2006.0,45.05,9.7,1
PIACENZA,WRI1002918,Italy,2018,630430.0,806.0,Fossil Gas,1659.0250000000003,2006.0,45.05,9.7,1
ENIPOWER LIVORNO,WRI1002906,Italy,2015,0.0,203.0,Other,457.2980000000001,1963.0,43.544,10.317,1
ENIPOWER LIVORNO,,Italy,2015,0.0,203.0,Other,457.2980000000001,1963.0,43.544,10.317,1
ENIPOWER LIVORNO,WRI1002906,Italy,2016,0.0,203.0,Other,603.8660000000001,1963.0,43.544,10.317,1
ENIPOWER LIVORNO,,Italy,2016,0.0,203.0,Other,603.8660000000001,1963.0,43.544,10.317,1
ENIPOWER LIVORNO,WRI1002906,Italy,2017,0.0,203.0,Other,679.7420000000002,1963.0,43.544,10.317,1
ENIPOWER LIVORNO,,Italy,2017,0.0,203.0,Other,679.7420000000002,1963.0,43.544,10.317,1
ENIPOWER LIVORNO,WRI1002906,Italy,2018,0.0,203.0,Other,648.0430000000001,1963.0,43.544,10.317,1
ENIPOWER LIVORNO,,Italy,2018,0.0,203.0,Other,648.0430000000001,1963.0,43.544,10.317,1
PORCARI,WRI1002923,Italy,2015,155428.0,102.0,Fossil Gas,401.4460000000001,1996.0,43.823,10.602,1
PORCARI,WRI1002923,Italy,2016,123135.0,102.0,Fossil Gas,318.0390000000001,1996.0,43.823,10.602,1
PORCARI,WRI1002923,Italy,2017,177045.0,102.0,Fossil Gas,457.2790000000001,1996.0,43.823,10.602,1
PORCARI,WRI1002923,Italy,2018,168165.0,102.0,Fossil Gas,434.3440000000001,1996.0,43.823,10.602,1
ROSELECTRA,,Italy,2015,541257.0,380.0,Fossil Gas,1424.3600000000004,,43.367,10.45,1
ROSELECTRA,,Italy,2016,615533.0,380.0,Fossil Gas,1619.8240000000003,,43.367,10.45,1
ROSELECTRA,,Italy,2017,802049.0,380.0,Fossil Gas,2110.6550000000007,,43.367,10.45,1
ROSELECTRA,,Italy,2018,577869.0,380.0,Fossil Gas,1520.7090000000003,,43.367,10.45,1
